ID,YEAR,Volume,Lote,Operacion,Unidad,EL.,Investigator,Fecha,Class,Category,Genus,Species,Name,CF,R_El,R_info,Side,"Completeness (0=frag, 1=complete)",R_Portion,Fragmentation,NISP,MNE,Estimate AGE,Fusion/wear,Proximal,Shaft,Distal,Taphonomy,Photographed,Bird to confirm ID,Additional analysis,Quality of heat/fire exposure,# Charred,# Heat exposed,Carnivore,Rodent,Worked,Butchery,Weathering,Other,Calcined,Measurements,Location of measurement,Portion,Element info,Comments,R_El/Portion/Element info/Comments
1067,2017,,465,18,K24,,DHS,10_VI_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Cervical,,,0.7,,2,1,,1,,UN,PR,UN,,,,,9,1,,,,,,,,,39.56,cranial-caudal arti.facet,,,,Cervical///
1068,2017,,465,18,K24,,DHS,10_VI_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Scapula,,L,0,,2,1,,,,,,,,,,,,0,,,,,,,,,9.2,thickness of border,,caudal border,,Scapula//caudal border/
1069,2017,,465,18,K24,,DHS,10_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Cranium,Frags,,0,,2,1,,,,,,,,,,,,0,,,,,,,,,,,,Frags,,Cranium//Frags/
1070,2017,,465,18,K24,,DHS,10_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Frag,,,0,,2,2,,,,,,,,,,,,0,,,,,,,,,,,,,,Frag///
1071,2017,,465,18,K24,,DHS,10_VI_14,Mammal,General,Lagomorph or Rodent,,Lagomorph or Rodent,#N/A,Tth ND,P2?,,0.5,,?,1,,,,,,,,,,,,0,,,,,,,,,,,,p2?,"small tooth, looks like p2 in lagomorph, ","Tth ND//p2?/small tooth, looks like p2 in lagomorph, "
1072,2017,,469,18,M24,,DMC,11_VI_14,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,Femur,,L,0.9,3-Proximal and shaft,4,1,,1,,FU,PR,UN,,,,,,0,,,,,,,,,35.8,unfused length,3-Proximal and shaft,,just missing distal epiphysis,Femur/3-Proximal and shaft//just missing distal epiphysis
1073,2017,,469,18,M24,,DMC,11_VI_14,Bird,Galliformes,Odontophoridae,,Quail,#N/A,Coracoid,,R,0.9,6- whole lenght/size but still broken,1,1,,9,,FU,,FU,,NEED,,,7,1,,,,,,,,,"25.4, 4.6","length, prox w",6- whole lenght/size but still broken,,just a little bit smaller than colinus,Coracoid/6- whole lenght/size but still broken//just a little bit smaller than colinus
1074,2017,,469,18,M24,,DMC,11_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Frag,,,0,8- pieces grouped together ,5,3,,,,,,,one burn (7),,,,7,1,,,,,,,,,,,8- pieces grouped together ,,,Frag/8- pieces grouped together //
1075,2017,,469,18,M24,,DMC,11_VI_14,Mammal,Human,,,Human,#N/A,,,,,,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1076,2017,,461,18,L24,,DHS,10_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Rib,Frags,,0,,2,2,,,,,,,,,,,,0,,,,,,,,,,,,frag,,Rib//frag/
1077,2017,,461,18,L24,,DHS,10_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Shaft,Frags,,0,,2,1,,,,,,,,,,,9,1,,,,,,,,,,,,frag,,Shaft//frag/
1078,2017,,461,18,L24,,DHS,10_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Frag,,,0,,8,2,,,,,,,,,,,,0,,,,,,,,,,,,,,Frag///
1079,2017,,461,18,L24,,DHS,10_VI_14,Mammal,General,small-med,,small-med mammal,#N/A,Rib,Frags,,0,,3,1,,,,,,,,,,,3,1,,,,,,,,,,,,frag,,Rib//frag/
1080,2017,,462,18,N25,,DHS,10_VI_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Rib,,,0.8,3-Proximal and shaft,3,1,,1,,UN,PR,,,,,,,0,,,,,,,,,,,3-Proximal and shaft,,"one of the early ones, ","Rib/3-Proximal and shaft//one of the early ones, "
1081,2017,,462,18,N25,,DHS,10_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Shaft,Frags,,0,sliver,2,1,,,,,,,,,,,,0,,,,,,,,,,,sliver,frag,,Shaft/sliver/frag/
1082,2017,,462,18,N25,,DHS,10_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Cranium,Frags,,0,,1,1,,,,,,,,,,,,0,,,,,,,,,,,,Frags,,Cranium//Frags/
1083,2017,,462,18,N25,,DHS,10_VI_14,Mammal,General,,,mammal,#N/A,Shaft,,,0.5,5-Shaft only,1,1,,10,,,,,,,,,8,1,,,,,,,,,,,5-Shaft only,,Joel reakons Mt IV L of canis familiaris,Shaft/5-Shaft only//Joel reakons Mt IV L of canis familiaris
1084,2017,,463,18,N25,,DHS,10_VI_14,Bird,General,large,,large bird,#N/A,Ph1,III,,1,,1,1,,,,,,,,NEED,Y,,8,1,,,,,,,,,"17.9x10.5, 5.8","L and Prox width of Ph1, distal width",,III and partial carpometacarpus,"Ph1_III and partial carpometacarpus fused, looks somewhat like turkey, but larger. ","Ph1//III and partial carpometacarpus/Ph1_III and partial carpometacarpus fused, looks somewhat like turkey, but larger. "
1085,2017,,462,18,N25,,DHS,10_VI_14,Bird,General,,,Bird,#N/A,Cranium,Frags,,0,,?,1,,,,,,,,,,,,0,,,,,,,,,,,,Frags,"fragment of bird braincase, larger than pigeon, could potentially be turkey. ","Cranium//Frags/fragment of bird braincase, larger than pigeon, could potentially be turkey. "
1086,2017,,464,18,M25,,DHS,10_VI_14,Mammal,General,,,mammal,#N/A,Frag,,,0,8- pieces grouped together ,5,3,,,,,,,,,,,,0,,,,,,,,,,,8- pieces grouped together ,,,Frag/8- pieces grouped together //
1087,2017,,464,18,M25,,DHS,10_VI_14,Bird,General,,,Bird,#N/A,Tarsometatarsus,,L,0,5-Shaft only,4,1,,,,,,,,,,,3,1,,,,,,,,,,,5-Shaft only,,"size and shape similar to chicken, but not enough shape present to identify","Tarsometatarsus/5-Shaft only//size and shape similar to chicken, but not enough shape present to identify"
1088,2017,,464,18,M25,,DHS,10_VI_14,Bird,General,,,Bird,#N/A,Shaft,Frags,,0,sliver,4,1,,,,,,,,,,,3,1,,,,,,,,,,,sliver,frag,,Shaft/sliver/frag/
1089,2017,,464,18,M25,,DHS,10_VI_14,Mammal,Human,,,Human,#N/A,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1090,2017,,473,18,N25,23,DHS,11_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Shaft,Frags,,0,sliver,1,1,,,,,,,,,,,8,1,,,,,,,,,,,sliver,frag,root etching all over,Shaft/sliver/frag/root etching all over
1091,2017,,466,18,K25,,DHS,10_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Shaft,Frags,,0,sliver,2,1,,,,,,,,,,,,0,,,,,,,,,,,sliver,frag,,Shaft/sliver/frag/
1092,2017,,688,18,L10,,AH,10_VII_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Tth up,M1,,1,,,1,,ND,lt,,,,,,,,,0,,,,,,,,,"10.8, 14.9, 6.7","Ant-pos, Anch, altura",,M1,likely3-4 months,Tth up//M1/likely3-4 months
1093,2017,,688,18,L10,,AH,10_VII_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Tth up,dp2,,1,,,1,,infant,lt,,,,,,,,,0,,,,,,,,,"6.2, 2.4, 3.7","Ant-pos, Anch, altura",,dp2,likely3-4 months,Tth up//dp2/likely3-4 months
1094,2017,,688,18,L10,,AH,10_VII_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Shaft,Frags,,0,sliver,3,3,,,,,,,one partly burned,,,,,0,*,,,,,,,,,,sliver,frag,,Shaft/sliver/frag/
1095,2017,,688,18,L10,,AH,10_VII_14,Mammal,General,small-med,,small-med mammal,#N/A,Pelvis Acetabulum,Ischium,,0.2,3-Proximal and shaft,3,1,,,,,,,,,,,,0,,,,,,,,,,,3-Proximal and shaft,ish,probably squirrel,Pelvis Acetabulum/3-Proximal and shaft/ish/probably squirrel
1096,2017,,688,18,L10,,AH,10_VII_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Rib,,,0.2,3-Proximal and shaft,3,1,,,,FU,,,,,,,,0,,,,,,,,,,,3-Proximal and shaft,head,,Rib/3-Proximal and shaft/head/
1097,2017,,688,18,L10,,AH,10_VII_14,Mammal,General,small-med,,small-med mammal,#N/A,Ph1,,,1,,,1,,,,FU,PR,FU,,,,,,0,,,,,,,,,16.3,length,,,hare-sized,Ph1///hare-sized
1098,2017,,688,18,L10,,AH,10_VII_14,Mammal,General,,,mammal,#N/A,frag,,,0,8- pieces grouped together ,5,5,,,,,,,,,,,,0,,,,,,,,,,,8- pieces grouped together ,,,frag/8- pieces grouped together //
1099,2017,,688,18,L10,,AH,10_VII_14,Bird,General,large,,large bird,#N/A,tibiotarsus,,?,0,sliver,2,1,,,,,,,,,,,,0,,,,1,,,,,,,sliver,,"two cut marks at one end, likely for tool production","tibiotarsus/sliver//two cut marks at one end, likely for tool production"
1100,2017,,688,18,L10,,AH,10_VII_14,Bird,General,,,Bird,#N/A,Shaft,,,0,sliver,5,2,,,,,,,,,,,,0,*,,,*,,,,,,,sliver,,"one has cut marks at one end, as in tool production, the other is burnt (7)","Shaft/sliver//one has cut marks at one end, as in tool production, the other is burnt (7)"
1101,2017,,612,18,J20,,DHS,30_VI_14,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,Ph2,,,1,,,1,,,,FU,PR,FU,,,,,,0,,,,,,,,,"31.4, 12.9x17.6, 9.96x14.9","L, prox WxH, distal WxH",,,,Ph2///
1102,2017,,612,18,J20,,DHS,30_VI_14,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,Antler,,,0,3-Proximal and shaft,3,1,,,,,,,,,,,,0,,,,?,,,,,62.4x22.5,broken length x approx diameter,3-Proximal and shaft,shaft,"fragment of antler, near tip, potentially shaped into bevel near tip, core missing. ","Antler/3-Proximal and shaft/shaft/fragment of antler, near tip, potentially shaped into bevel near tip, core missing. "
1103,2017,,612,18,J20,,DHS,30_VI_14,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,Humerus,,L,0,sliver,3,1,,,,,,,,,,,,0,,,,,,,,,,,sliver,"shaft, deltoid tuberority",fragment of deltoid tuberosity,"Humerus/sliver/shaft, deltoid tuberority/fragment of deltoid tuberosity"
1104,2017,,612,18,J20,,DHS,30_VI_14,Mammal,Leporidae,Lepus,sp.,Hare,#N/A,Rib,,,0.4,3-Proximal and shaft,1,1,,,,,,,,,,,,0,,,,,,,,,13,L across head.,3-Proximal and shaft,,,Rib/3-Proximal and shaft//
1105,2017,,612,18,J20,,DHS,30_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Shaft,Frags,,0,sliver,2,1,,,,,,,,,,,7,1,,,,,,,,,,,sliver,frag,,Shaft/sliver/frag/
1106,2017,,612,18,J20,,DHS,30_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Needle,Needle,,0.4,5-Shaft only,3,1,,,,,,,,,,,,0,,,,,,,,,,,5-Shaft only,Needle,"shaft frag, includes partial eye","Needle/5-Shaft only/Needle/shaft frag, includes partial eye"
1107,2017,,612,18,J20,,DHS,30_VI_14,Bird,General,,,Bird,#N/A,Shaft,Frags,,0,sliver,?,1,,,,,,,,,,,,0,,,,,,,,,,,sliver,frag,,Shaft/sliver/frag/
1108,2017,,612,18,J20,,DHS,30_VI_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,tibiotarsus,-,,0.3,4-Distal and shaft,?,1,,,,,,,,,,,,0,,,,,,,,,,,4-Distal and shaft,distal,distal mostly complete but not measurable. ,tibiotarsus/4-Distal and shaft/distal/distal mostly complete but not measurable. 
1109,2017,,612,18,J20,,DHS,30_VI_14,Mammal,Human,,,Human,#N/A,,,,,,,11,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1110,2017,,606,18,I20,,DHS,28_VI_14,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,tarsometatarsus,,R,0.8,4-Distal and shaft,?,1,,9,,FU,PR,,,,,,,0,,,,,,,,,6.4,"distal width, nearly intact",4-Distal and shaft,,"different individual, if not species to the unknown tarsometatarsus L","tarsometatarsus/4-Distal and shaft//different individual, if not species to the unknown tarsometatarsus L"
1111,2017,,606,18,I20,,DHS,28_VI_14,Bird,,Podicipedidae,,Grebe,#N/A,tarsometatarsus,,R,0.8,4-Distal and shaft,?,1,,9,,FU,PR,,,Phone 28_VIII_17,,,,0,,,,,,,,,5.4,distal width,4-Distal and shaft,,"different individual, if not species to the unknown tarsometatarsus L","tarsometatarsus/4-Distal and shaft//different individual, if not species to the unknown tarsometatarsus L"
1112,2017,,606,18,I20,,DHS,28_VI_14,Bird,General,,,Bird,#N/A,tarsometatarsus,,L,0.9,3-Proximal and shaft,?,1,,prob 9,,,,,,,,,,0,,,,,,,,,,,3-Proximal and shaft,,"possibly anatidae, similar in size to others in this bag","tarsometatarsus/3-Proximal and shaft//possibly anatidae, similar in size to others in this bag"
1113,2017,,606,18,I20,,DHS,28_VI_14,Bird,General,,,Bird,#N/A,humerus,,L,0.6,5-Shaft only,,1,,,,,PR,,,,,,7,1,,,,,,,,,,,5-Shaft only,,,humerus/5-Shaft only//
1114,2017,,606,18,I20,,DHS,28_VI_14,Bird,General,,,Bird,#N/A,femur,,L,0.7,5-Shaft only,,1,,,,,,,,,,,,0,,,,,,,,,,,5-Shaft only,,missing both ends,femur/5-Shaft only//missing both ends
1115,2017,,606,18,I20,,DHS,28_VI_14,Bird,General,,,Bird,#N/A,rib,,?,0.4,3-Proximal and shaft,,1,,,,,,,,,,,,0,,,,,,,,,,,3-Proximal and shaft,,,rib/3-Proximal and shaft//
1116,2017,,606,18,I20,,DHS,28_VI_14,Unknown,,,,NID,#N/A,frag,,,0,,?,1,,,,,,,,,,,,0,,,,,,,,,,,,,mammal or bird,frag///mammal or bird
1117,2017,,606,18,I20,,DHS,28_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,shaft,,,0,sliver,?,3,,,,,,,,,,,6,3,,,,,,,,,,,sliver,,,shaft/sliver//
1118,2017,,606,18,I20,,DHS,28_VI_14,Mammal,General,medium,,medium mammal,#N/A,rib,,,0,5-Shaft only,2,1,,,,,,,,,,,,0,,,,,,,,,,,5-Shaft only,shaft,,rib/5-Shaft only/shaft/
1119,2017,,606,18,I20,,DHS,28_VI_14,Mammal,Human,,,Human,#N/A,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,"listed as trabajado, I think its just a young vert","///listed as trabajado, I think its just a young vert"
1120,2017,,613,18,K20,,AH,30_VI_14,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,Mand/Tth,M1 or 2,L,0.7,3-Proximal and shaft,4,1,,,,,,,,,,,,0,,,,,,,,,,,3-Proximal and shaft,M1 or 2,,Mand/Tth/3-Proximal and shaft/M1 or 2/
1121,2017,,613,18,K20,,AH,30_VI_14,Mammal,Artiodactyla,cf. Mazama sp.,,cf. Brocket Deer,cf. Mazama sp.,Ph2,,LM/RL,0.9,6- whole lenght/size but still broken,1,1,,,,FU,PR,FU,,NEED,,,,0,,?maybe,,,,,,,"27.1, 13.1x9.7",(incompleteish) length and prox WxH,6- whole lenght/size but still broken,,,Ph2/6- whole lenght/size but still broken//
1122,2017,,613,18,K20,,AH,30_VI_14,Mammal,General,large,,large mammal,#N/A,shaft,,,0,sliver,5,3,,,,,,,,,,,,0,,,,,,,,,,,sliver,,,shaft/sliver//
1123,2017,,613,18,K20,,AH,30_VI_14,Mammal,Human,,,Human,#N/A,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1124,2017,,613,18,K20,,AH,30_VI_14,Bird,General,,,Bird,#N/A,Humerus,,R,0.5,5-Shaft only,?,1,,,,,,,,,,,,0,?,,,,,,,,,,5-Shaft only,,long thin shaft. ,Humerus/5-Shaft only//long thin shaft. 
1125,2017,,603,18,I23,,DHS,28_VI_14,Amphibian,Frogs,Ranidae,sp.,Frog,#N/A,Urostyle,,,0.7,3-Proximal and shaft,?,1,,,,,,,,Phone 28_VIII_17,,,,0,,,,,,,,,3.9x4.7,Ant. Width x H,3-Proximal and shaft,,eeeeeeee!!,Urostyle/3-Proximal and shaft//eeeeeeee!!
1126,2017,,603,18,I23,,DHS,28_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,frag,,,0,8- pieces grouped together ,5,3,,,,,,,,,,,,0,,,,,,,,,,,8- pieces grouped together ,,,frag/8- pieces grouped together //
1127,2017,,603,18,I23,,DHS,28_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,needle,Needle,,1,,,1,,,,,,,,Phone 28_VIII_17,,,,0,,,,,,,,,66.8x2.68,Lx max W,,Needle,NICE,needle//Needle/NICE
1128,2017,,603,18,I23,,DHS,28_VI_14,Bird,General,,,Bird,#N/A,Ilium,-,R,0.1,5-Shaft only,?,1,,,,,,,,,,,,0,,,,,,,,,,,5-Shaft only,Ilium,,Ilium/5-Shaft only/Ilium/
1129,2017,,603,18,I23,,DHS,28_VI_14,Unknown,,,,NID,#N/A,frag,,,0,,?,2,,,,,,,,,,,,0,,,,,,,,,,,,,,frag///
1130,2017,,616,18,J20,,DHS,30_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Tth up ,C1,L,0.7,4-Distal and shaft,?,1,,,ND,,,,,,,,,0,,,,,,,,,7.6x4.8,ant-pos x anch,4-Distal and shaft,C1,,Tth up /4-Distal and shaft/C1/
1131,2017,,616,18,J20,,DHS,30_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,needle,Needle,,0.5,5-Shaft only,1,1,,,,,,,,,,,,0,,,,,,,,,,,5-Shaft only,Needle,,needle/5-Shaft only/Needle/
1132,2017,,616,18,J20,,DHS,30_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,shaft,Frags,,0,8- pieces grouped together ,5,4,,,,,,,,,,,8,1,,,,*,,,,,,,8- pieces grouped together ,frag,"one possibly used to be part of a tool, one partly burnt 8","shaft/8- pieces grouped together /frag/one possibly used to be part of a tool, one partly burnt 8"
1133,2017,,616,18,J20,,DHS,30_VI_14,Mammal,General,small-med,,small-med mammal,#N/A,Ph1,,,1,,,1,,,,FU,PR,FU,,,,,,0,,,,,,,,,22.6x5.4x4.7,LxWxH(Prox),,,likely lepus,Ph1///likely lepus
1134,2017,,616,18,J20,,DHS,30_VI_14,Bird,General,,,Bird,#N/A,Rib,,,0.6,3-Proximal and shaft,?,1,,,,,,,,,,,,0,,,,,,,,,,,3-Proximal and shaft,,,Rib/3-Proximal and shaft//
1135,2017,,616,18,J20,,DHS,30_VI_14,Unknown,,,,NID,#N/A,frag,,,0,,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,frag///
1136,2017,,604,18,J23,,DHS,28_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Mt,V,L,0.9,5-Shaft only,1,1,,,,FU,PR,ND,,,,,,0,,,,,,,,,,,5-Shaft only,V,,Mt/5-Shaft only/V/
1137,2017,,604,18,J23,,DHS,28_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,frag,,,0,,2,1,,,,,,,,,,,,0,,,,,,,,,,,,,,frag///
1138,2017,,604,18,J23,,DHS,28_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Vert ND,,,0,,1,1,,,,,,,,,,,,0,,,,,,,,,,,,epiphysis,,Vert ND//epiphysis/
1139,2017,,604,18,J23,,DHS,28_VI_14,Bird,General,,,Bird,#N/A,shaft,,,0,,,1,,,,,,,,,,,,0,?,,,,,,,,,,,,,shaft///
1140,2017,,620,18,J20,,DMC,1_VII_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Needle,Needle,,1,,,1,,,,,,,,NEED,,,,0,?,,,,,,,,45x2.3,Lx max W,,Needle,,Needle//Needle/
1141,2017,,620,18,J20,,DMC,1_VII_14,Reptile,Testudine,Kinosternon,cf. hirtipes,Mud turtle,cf. hirtipes,Scute,Costal scute,,0.8,,3,1,,,,,,,,,,,,0,,,,,,,,,14.55,W,,costal,,Scute//costal/
1142,2017,,512,18,N25,,DHS,16_VI_14,Fish,,,,cf. Marine Fish,cf. Marine Fish,Spine,,,0.6,,3,1,,,,,,,,,,,6,1,,,,,,,,,,,,,,Spine///
1143,2017,,512,18,N25,,DHS,16_VI_14,Bird,General,large,,large bird,#N/A,shaft,Frags,,0,sliver,2,1,,,,,,,,,,,6,1,,,,,,,,,,,sliver,frag,,shaft/sliver/frag/
1144,2017,,518,18,N24,,DHS,17_VI_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Thoracic,,,0.7,,3,1,,9,,FU,PR,FU,probably small odoco,,,,,0,,,,,,,,,"25.2, 42.5","Est body length, width between transverse processes",Body,body,,Thoracic/Body/body/
1145,2017,,518,18,N24,,DHS,17_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Mand,Multiple,L,0,,1,1,,9,,,,,,Phone 28_VIII_17,,,,0,,,,,,,,,,,,fragment of body incl half P3 and 75% P4 alveoli,"worked piece of mandible, sawn at midpoint of p3 alveolus, sides and inferior border also sawn","Mand//fragment of body incl half P3 and 75% P4 alveoli/worked piece of mandible, sawn at midpoint of p3 alveolus, sides and inferior border also sawn"
1146,2017,,518,18,N24,,DHS,17_VI_14,Amphibian,Frogs,Ranidae,sp.,Frog,#N/A,Ilium,,R,0.8,3-Proximal and shaft,?,1,,,,,,,,Phone 28_VIII_17,,,,0,,,,,,,,,"4.8, 15.9","prox (acet.) W, length",3-Proximal and shaft,,"much smaller than other frog sp. Present (so far in assemblage, 603)","Ilium/3-Proximal and shaft//much smaller than other frog sp. Present (so far in assemblage, 603)"
1147,2017,,518,18,N24,,DHS,17_VI_14,Mammal,Human,,,Human,#N/A, ,,,,,,50,,,,,,,,,,,,0,,,,,,,,,,,,,Large portion of infant, ///Large portion of infant
1148,2017,,507,18,M25,,DHS,16_VI_14,Mammal,Human,,,Human,#N/A, ,,,,,,4,,,,,,,,,,,,0,,,,,,,,,,,,,, ///
1149,2017,,507,18,M25,,DHS,16_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,shaft,,,0,sliver,2,1,,,,,,,,,,,7,1,,,,,,,,,,,sliver,,,shaft/sliver//
1150,2017,,507,18,M25,,DHS,16_VI_14,Mammal,General,,,mammal,#N/A,frag,,,0,,4,1,,,,,,,,,,,7,1,,,,,,,,,,,,,,frag///
1151,2017,,505,18,M24,,DHS,16_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Mand/Tth,,R,1,,4,1,,9,lt,,,,,Phone 28_VIII_17,,,,0,,,,,,1?,,,"108, 106, 43.5, 27.9, 19.2; 15.1, 8.5, 9.6, 7.8","(pg 55 of dog book): 12, 13, 14, 15, 16; C altura, P3, P4, M2 L anteroposterior",,,complete except for crown of I3,Mand/Tth///complete except for crown of I3
1152,2017,,505,18,M24,,DHS,16_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Needle,Needle,,0.5,4-Distal and shaft,?,1,,,,,,,,,,,,0,,,,,,,,,32.9x2.3,broken length x max width,4-Distal and shaft,Needle,Eye and shaft,Needle/4-Distal and shaft/Needle/Eye and shaft
1153,2017,,505,18,M24,,DHS,16_VI_14,Mammal,General,small,,small mammal,#N/A,Cervical,,,0.9,,4,1,,,,FU,PR,FU,,,,,7,1,,,,,,,,,13.4x13,"body length, width between cranial facets",,,,Cervical///
1154,2017,,505,18,M24,,DHS,16_VI_14,Mammal,Human,,,Human,#N/A,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1155,2017,,566,18,I23,,DHS,23_VI_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Cranium,Frags,,0,,2,1,,,,,,,,,,,8,1,,,,,,,,,,,,Frags,,Cranium//Frags/
1156,2017,,566,18,I23,,DHS,23_VI_14,Mammal,Leporidae,Leporidae,Sylvilagus cunicularius or Lepus sp. ,Rabbit/hare,#N/A,Ilium,Frags,L,0.1,2-Distal epiphysis,2,1,,,,,,,,,,,,0,,,,,,,,,,,2-Distal epiphysis,frag,,Ilium/2-Distal epiphysis/frag/
1157,2017,,566,18,I23,,DHS,23_VI_14,Mammal,General,large,,large mammal,#N/A,shaft,Frags,,0,sliver,3,1,,,,,,,,,,,7,1,,,,,,,,,,,sliver,frag,,shaft/sliver/frag/
1158,2017,,566,18,I23,,DHS,23_VI_14,Bird,General,,,Bird,#N/A,shaft,,,0,sliver,?,1,,,,,,,,,,,,0,,,,,,,,,,,sliver,,,shaft/sliver//
1159,2017,,566,18,I23,,DHS,23_VI_14,Mammal,Human,,,Human,#N/A,,,,,,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,///
1160,2017,,501,18,K24,,DHS,14_VI_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Rib,,,0.3,5-Shaft only,1,1,,,,,,,,NEED,,,9,1,,,,?,?,,,,73.1x9.7,lxmaxw,5-Shaft only,shaft,"cut at least at coastal cut, I think also proximal too","Rib/5-Shaft only/shaft/cut at least at coastal cut, I think also proximal too"
1161,2017,,501,18,K24,,DHS,14_VI_14,Mammal,Rodentia,Geomyidae,cf. Thomomys umbrinus,Tuza,cf. Thomomys umbrinus,Scapula,,L,0.3,3-Proximal and shaft,?,1,,,,,,,,NEED,,,7,1,,,,,,,,,7.5x7.1,"max glenoid w, glenoid+coracoid heigh",3-Proximal and shaft,Head +Neck,,Scapula/3-Proximal and shaft/Head +Neck/
1162,2017,,501,18,K24,,DHS,14_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,?Scapula,?Scapula,,0,,2,1,,10,,,,,,,,,,0,,,,,,,,,,,,?Scapula border,didn’t quite match dog,?Scapula//?Scapula border/didn’t quite match dog
1163,2017,,501,18,K24,,DHS,14_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,rib,,,0,5-Shaft only,5,3,,,,,,,,,,,5,1,,,,,*,,,,,,5-Shaft only,shaft,one cut both ends and slightly charred along one cut,rib/5-Shaft only/shaft/one cut both ends and slightly charred along one cut
1164,2017,,501,18,K24,,DHS,14_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,Rib,,,0,5-Shaft only,2,1,,,,,,,,,,,"3- partly calcined, partly carbonized",1,,,,,,,,,,,5-Shaft only,shaft,,Rib/5-Shaft only/shaft/
1165,2017,,501,18,K24,,DHS,14_VI_14,Mammal,General,medium-large,,medium-large mammal,#N/A,shaft,Frags,,0,sliver,3,2,,,,,,,,,,,,0,,,,,,*,,,,,sliver,frag,one fragment stage 2 ish weathering,shaft/sliver/frag/one fragment stage 2 ish weathering
1166,2017,,501,18,K24,,DHS,14_VI_14,Mammal,General,medium,,medium mammal,#N/A,rib,,,0,5-Shaft only,3,2,,,,,,,,,,,1,2,,,,,,,,,,,5-Shaft only,shaft,"both calcined, but one partially carbonized at one edge","rib/5-Shaft only/shaft/both calcined, but one partially carbonized at one edge"
1167,2017,,501,18,K24,,DHS,14_VI_14,Bird,Galliformes,Meleagris,gallopavo,Guajolote,#N/A,pygostyle,,,1,,,1,,9,,,,,,,,,,0,,,,,,,,,,,,,poss. Fused with next caudal too?,pygostyle///poss. Fused with next caudal too?
1168,2017,,501,18,K24,,DHS,14_VI_14,Bird,General,,,Bird,#N/A,shaft,Frags,,0,sliver,,1,,,,,,,,,,,7,1,,,,,,,,,,,sliver,frag,,shaft/sliver/frag/
